Source Row,Position Name,Facility,Department,Work Category,Specialty,Job Name,Source HR Department,Source Unit,Source Sub Unit,Source Staff Category,Source Work Speciality,Review Required,Review Reason,Work Category Confidence
227,,MBRU,College of Medicine,Faculty,,Assistant Professor - Medicine,MBRU - College of Medicine Dept,,,Faculty,,No,,High
228,,MBRU,College of Medicine,Faculty,,Professor - Basic Sciences,MBRU - College of Medicine Dept,,,Faculty,,No,,High
229,,MBRU,College of Medicine,Faculty,,Assistant Professor - Surgery,MBRU - College of Medicine Dept,,,Faculty,,No,,High
230,,MBRU,College of Medicine,Faculty,,Professor - Anatomy,MBRU - College of Medicine Dept,,,Faculty,,No,,High
231,,MBRU,College of Medicine,Faculty,,Associate Professor - Biochemistry,MBRU - College of Medicine Dept,,,Faculty,,No,,High
232,,MBRU,College of Medicine,Faculty,,Associate Professor - Epidemiology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
233,,MBRU,College of Medicine,Administration,,Senior Administrator - Internationalization and Student Dev,MBRU - College of Medicine Dept,,,Administration,,No,,High
234,MBRU - College of Medicine Dept-Chair - Basic Sciences-001,MBRU,College of Medicine,Faculty,,Chair - Basic Sciences,MBRU - College of Medicine Dept,,,Faculty,,No,,High
235,,MBRU,College of Medicine,Faculty,,Associate Professor - Immunology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
236,MBRU - College of Medicine Dept-Assistant Professor - Biochemistry-001,MBRU,College of Medicine,Faculty,,Assistant Professor - Biochemistry,MBRU - College of Medicine Dept,,,Faculty,,No,,High
237,,MBRU,College of Medicine,Faculty,,Associate Professor - Surgery,MBRU - College of Medicine Dept,,,Faculty,,No,,High
238,MBRU - College of Medicine Dept-Assistant Professor - Microbiology and Infectious Disease-001,MBRU,College of Medicine,Faculty,,Assistant Professor - Microbiology and Infectious Disease,MBRU - College of Medicine Dept,,,Faculty,,No,,High
239,,MBRU,College of Medicine,Faculty,,Associate Professor - Anatomy,MBRU - College of Medicine Dept,,,Faculty,,No,,High
240,,MBRU,College of Medicine,Faculty,,Associate Professor - Pharmacology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
241,,MBRU,College of Medicine,Faculty,,Professor - Pharmacology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
242,,MBRU,College of Medicine,Faculty,,Associate Professor - Physiology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
243,,MBRU,College of Medicine,Faculty,,Professor - Public Health and Epidemiology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
244,,MBRU,College of Medicine,Faculty,,Assistant Professor - Molecular Biology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
245,,MBRU,College of Medicine,Administration,,Senior Administrator - Student Assessment and Progression,MBRU - College of Medicine Dept,,,Administration,,No,,High
246,,MBRU,College of Medicine,Faculty,,Professor - Physiology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
247,,MBRU,College of Medicine,Faculty,,Professor - Medicine,MBRU - College of Medicine Dept,,,Faculty,,No,,High
248,,MBRU,College of Medicine,Faculty,,Assistant Professor - Internal Medicince,MBRU - College of Medicine Dept,,,Faculty,,No,,High
249,MBRU - College of Medicine Dept-Senior Administrator - Clinical Education-001,MBRU,College of Medicine,Administration,,Senior Administrator - Clinical Education,MBRU - College of Medicine Dept,,,Administration,,No,,High
250,MBRU - College of Medicine Dept-Dean-001,MBRU,College of Medicine,Faculty,,Dean,MBRU - College of Medicine Dept,,,Faculty,,No,,High
251,,MBRU,College of Medicine,Administration,,Senior Administrator - Student Happiness and Wellbeing,MBRU - College of Medicine Dept,,,Administration,,No,,High
252,,MBRU,College of Medicine,Faculty,,Associate Professor - Medicine,MBRU - College of Medicine Dept,,,Faculty,,No,,High
253,,MBRU,College of Medicine,Faculty,,Associate Professor - Anatomy,MBRU - College of Medicine Dept,,,Faculty,,No,,High
254,,MBRU,College of Medicine,Faculty,,Assistant Professor - Molecular Medicine,MBRU - College of Medicine Dept,,,Faculty,,No,,High
255,,MBRU,College of Medicine,Faculty,,Associate Professor - Psychiatry,MBRU - College of Medicine Dept,,,Faculty,,No,,High
256,,MBRU,College of Medicine,Faculty,,Clinical Tutor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
257,,MBRU,College of Medicine,Faculty,,Professor - Biostatistics,MBRU - College of Medicine Dept,,,Faculty,,No,,High
258,,MBRU,College of Medicine,Faculty,,Associate Professor - Surgery,MBRU - College of Medicine Dept,,,Faculty,,No,,High
259,,MBRU,College of Medicine,Faculty,,Associate Dean - Education,MBRU - College of Medicine Dept,,,Faculty,,No,,High
260,,MBRU,College of Medicine,Faculty,,Dean,MBRU - College of Medicine Dept,,,Faculty,,No,,High
261,,MBRU,College of Medicine,Faculty,,Clinical Tutor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
262,,MBRU,College of Medicine,Faculty,,Professor - Physiology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
263,,MBRU,College of Medicine,Faculty,,Chair - Clinical Sciences,MBRU - College of Medicine Dept,,,Faculty,,No,,High
264,MBRU - College of Medicine Dept-Manager - College of Medicine Office-001,MBRU,College of Medicine,Administration,,Manager - College of Medicine Office,MBRU - College of Medicine Dept,,,Administration,,No,,High
265,,MBRU,College of Medicine,Faculty,,Assistant Professor - Radiology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
266,,MBRU,College of Medicine,Faculty,,Clinical Tutor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
267,,MBRU,College of Medicine,Faculty,,Assistant Professor - Family Medicine,MBRU - College of Medicine Dept,,,Faculty,,No,,High
268,MBRU - College of Medicine Dept-Associate Professor-001,MBRU,College of Medicine,Faculty,,Associate Professor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
269,,MBRU,College of Medicine,Faculty,,Assistant Professor - Pathology,MBRU - College of Medicine Dept,,,Faculty,,No,,High
270,,MBRU,College of Medicine,Administration,,Senior Administrator,MBRU - College of Medicine Dept,,,Administration,,No,,High
271,,MBRU,College of Medicine,Administration,,Senior Administrator,MBRU - College of Medicine Dept,,,Administration,,No,,High
272,,MBRU,College of Medicine,Faculty,,Associate Professor - Family Medicine,MBRU - College of Medicine Dept,,,Faculty,,No,,High
273,HQ - College of Medicine Dept-Lecturer-001,MBRU,College of Medicine,Faculty,,Lecturer,MBRU - College of Medicine Dept,,,Faculty,,No,,High
274,MBRU - College of Medicine Dept-Computer Scientist-001,MBRU,College of Medicine,Administration,,Computer Scientist,MBRU - College of Medicine Dept,,,Administration,,No,,High
275,MBRU - College of Medicine Dept-Innovation Designer-001,MBRU,College of Medicine,Administration,,Innovation Designer,MBRU - College of Medicine Dept,,,Administration,,No,,High
276,,MBRU,College of Medicine,Faculty,,Professor - Psychiatry,MBRU - College of Medicine Dept,,,Faculty,,No,,High
277,MBRU - College of Medicine Dept-Research Assistant-001,MBRU,College of Medicine,Administration,,Research Assistant,MBRU - College of Medicine Dept,,,Administration,,No,,High
278,MBRU - College of Medicine Dept-Head of Sensors & Robotic Lab-001,MBRU,College of Medicine,Administration,,Head of Sensors & Robotic Lab,MBRU - College of Medicine Dept,,,Administration,,No,,High
279,,MBRU,College of Medicine,Faculty,,Postdoctoral Research Fellow,MBRU - College of Medicine Dept,,,Faculty,,No,,High
280,,MBRU,College of Medicine,Medical,,Fellowship Doctor 1,MBRU - College of Medicine Dept,,,,,Yes,Clinical specialty missing,High
281,,MBRU,College of Medicine,Medical,,Fellowship Doctor 1,MBRU - College of Medicine Dept,,,,,Yes,Clinical specialty missing,High
282,MBRU - College of Medicine Dept-Head of Artificial Intelligence Lab-001,MBRU,College of Medicine,Administration,,Head of Artificial Intelligence Lab,MBRU - College of Medicine Dept,,,Administration,,No,,High
283,,MBRU,College of Medicine,Administration,,Research Assistant,MBRU - College of Medicine Dept,,,,,No,,High
284,,MBRU,College of Medicine,Faculty,,Clinical Tutor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
285,,MBRU,College of Medicine,Administration,,Research Assistant,MBRU - College of Medicine Dept,,,Administration,,No,,High
286,,MBRU,College of Medicine,Faculty,,Clinical Tutor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
287,,MBRU,College of Medicine,Faculty,,Clinical Tutor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
288,,MBRU,College of Medicine,Faculty,,Clinical Tutor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
289,,MBRU,College of Medicine,Faculty,,Clinical Tutor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
290,,MBRU,College of Medicine,Faculty,,Clinical Tutor,MBRU - College of Medicine Dept,,,Faculty,,No,,High
291,MBRU - College of Medicine Dept-Principal Administrative Officer-001,MBRU,College of Medicine,Administration,,Principal Administrative Officer,MBRU - College of Medicine Dept,,,Administration,,No,,High
292,,MBRU,College of Medicine,Administration,,Senior Administrator,MBRU - College of Medicine Dept,,,Administration,,No,,High
293,MBRU - College of Medicine Dept-Senior Manager - Business Development-001,MBRU,College of Medicine,Administration,,Senior Manager - Business Development,MBRU - College of Medicine Dept,,,Administration,,No,,High
294,MBRU - College of Medicine Dept-Lecturer-001,MBRU,College of Medicine,Faculty,,Lecturer,MBRU - College of Medicine Dept,,,Faculty,,No,,High
295,MBRU - College of Medicine Dept-Education Programs Manager-001,MBRU,College of Medicine,Administration,,Education Programs Manager,MBRU - College of Medicine Dept,,,Administration,,No,,High
296,,MBRU,College of Medicine,Administration,,Research Assistant,MBRU - College of Medicine Dept,,,,,No,,High
297,MBRU - College of Medicine Dept-Assistant Professor - Innovation-001,MBRU,College of Medicine,Faculty,,Assistant Professor - Innovation,MBRU - College of Medicine Dept,,,Faculty,,No,,High
298,,MBRU,College of Medicine,Administration,,Administrator,MBRU - College of Medicine Dept,,,Administration,,No,,High
299,MBRU - Graduate Medical Education Dept-Senior Administrator-001,MBRU,Graduate Medical Education,Administration,,Senior Administrator,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
300,MBRU - Graduate Medical Education Dept-Assistant Administrative Officer-001,MBRU,Graduate Medical Education,Administration,,Assistant Administrative Officer,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
301,MBRU - Graduate Medical Education Dept-Specialist-001,MBRU,Graduate Medical Education,Administration,,Specialist,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
302,MBRU - Graduate Medical Education Dept-Principal Administrative Officer-001,MBRU,Graduate Medical Education,Administration,,Principal Administrative Officer,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
303,MBRU - Graduate Medical Education Dept-Clerk-001,MBRU,Graduate Medical Education,Administration,,Clerk,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
304,MBRU - Graduate Medical Education Dept-Specialist-001,MBRU,Graduate Medical Education,Administration,,Specialist,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
305,MBRU - Graduate Medical Education Dept-Senior Administrative Officer-001,MBRU,Graduate Medical Education,Administration,,Senior Administrative Officer,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
306,MBRU - Graduate Medical Education Dept-Administrative Officer-001,MBRU,Graduate Medical Education,Administration,,Administrative Officer,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
307,MBRU - Graduate Medical Education Dept-Resident 4-001,MBRU,Graduate Medical Education,Medical,Internal Medicine,Resident 4,MBRU - Graduate Medical Education Dept,,,Medical,Internal Medicine,No,,High
308,MBRU - Graduate Medical Education Dept-Principal Administrative Officer-001,MBRU,Graduate Medical Education,Administration,,Principal Administrative Officer,MBRU - Graduate Medical Education Dept,,,Administration,PM - Pathology,No,,High
309,MBRU - Graduate Medical Education Dept-Resident 4-001,MBRU,Graduate Medical Education,Medical,Internal Medicine,Resident 4,MBRU - Graduate Medical Education Dept,,,Medical,Internal Medicine,No,,High
310,MBRU - Graduate Medical Education Dept-Administrative Officer-001,MBRU,Graduate Medical Education,Administration,,Administrative Officer,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
311,MBRU - Graduate Medical Education Dept-Resident 3-001,MBRU,Graduate Medical Education,Medical,Dentistry,Resident 3,MBRU - Graduate Medical Education Dept,,,Medical,Dentistry,No,,High
312,MBRU - Graduate Medical Education Dept-Resident 2-001,MBRU,Graduate Medical Education,Medical,Ophthalmology,Resident 2,MBRU - Graduate Medical Education Dept,,,Medical,Ophthalmology,No,,High
313,MBRU - Graduate Medical Education Dept-Resident 2-001,MBRU,Graduate Medical Education,Medical,Psychiatry,Resident 2,MBRU - Graduate Medical Education Dept,,,Medical,Psychiatry,No,,High
314,MBRU - Graduate Medical Education Dept-Resident 5-001,MBRU,Graduate Medical Education,Medical,General Surgery,Resident 5,MBRU - Graduate Medical Education Dept,,,Medical,General Surgery,No,,High
315,MBRU - Graduate Medical Education Dept-Resident 6-001,MBRU,Graduate Medical Education,Medical,Orthopedics,Resident 6,MBRU - Graduate Medical Education Dept,,,Medical,Trauma & Orthopedic,No,,High
316,MBRU - Graduate Medical Education Dept-Consultant and Vice Dean GME-001,MBRU,Graduate Medical Education,Medical,Emergency,Consultant and Vice Dean GME,MBRU - Graduate Medical Education Dept,,,Medical,General Emergency Medicine,No,,High
317,MBRU - Graduate Medical Education Dept-Assistant Administrative Officer-001,MBRU,Graduate Medical Education,Administration,,Assistant Administrative Officer,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
318,MBRU - Graduate Medical Education Dept-Assistant Administrative Officer-001,MBRU,Graduate Medical Education,Administration,,Assistant Administrative Officer,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
319,MBRU - Graduate Medical Education Dept-Administrative Officer-001,MBRU,Graduate Medical Education,Administration,,Administrative Officer,MBRU - Graduate Medical Education Dept,,,Administration,,No,,High
320,MBRU - Graduate Medical Education Dept-Resident 5-001,MBRU,Graduate Medical Education,Medical,Orthopedics,Resident 5,MBRU - Graduate Medical Education Dept,,,Medical,Trauma & Orthopedic,No,,High
